sell_flag,total_price,house_id,title,position_icon,unit_price,deal_house_txt,deal_data,house_info,house_place,page_url
1,66,FS0002004786,威斯广场峰景 3室2厅 92平米,高楼层(共22层) 2005年建塔楼,7174,,20161028,南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002004786.html
1,63.5,FS0002122069,纯自然名宅 3室2厅 85平米,低楼层(共7层) 2006年建板塔结合,7471,,20161028,东北 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002122069.html
1,97,FS0001991369,合生君景湾君逸庭 2室1厅 77.6平米,中楼层(共11层) 2008年建塔楼,12501,,20161027,东北 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0001991369.html
1,208,FS0002151252,荟景园 4室3厅 236平米,高楼层(共8层) 2000年建塔楼,8814,距广佛线同济路815米,20161027,南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002151252.html
1,170,FS0002092761,中海锦城国际花园1街 3室2厅 89.19平米,中楼层(共33层) 2015年建塔楼,19061,,20161027,南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002092761.html
1,95,FS0002097392,恒福新城 2室2厅 76平米,中楼层(共22层) 2010年建塔楼,12500,,20161026,西南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002097392.html
1,93,FS0002148839,兴业新村兴晖苑 2室2厅 105平米,低楼层(共8层) 2002年建塔楼,8858,房本满五年,20161026,北 | 简装,naihai,http://fs.lianjia.com/chengjiao/FS0002148839.html
1,250,FS0002136807,君御花园 4室2厅 345平米,高楼层(共11层) 2007年建塔楼,7247,,20161026,南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002136807.html
1,130,FS0002144490,星星华园国际 3室2厅 88平米,高楼层(共29层) 2013年建塔楼,14773,房本满五年距广佛线季华园481米,20161025,东 | 精装,naihai,http://fs.lianjia.com/chengjiao/FS0002144490.html
1,40,FS0001791571,汇博星辰 1室1厅 34平米,低楼层(共19层) 2007年建塔楼,11753,距广佛线同济路579米,20161025,东 | 精装,naihai,http://fs.lianjia.com/chengjiao/FS0001791571.html
1,42,FS0001988903,碧湖花园 2室1厅 75平米,高楼层(共5层) 2006年建塔楼,5600,,20161024,南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0001988903.html
1,67,FS0002055531,博澳城 3室2厅 91平米,中楼层(共23层) 2009年建塔楼,7363,,20161024,北 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002055531.html
1,51.9,FS0002041337,桂丹颐景园 3室1厅 86.68平米,中楼层(共33层) 2016年建塔楼,5988,,20161024,南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002041337.html
1,48.8,FS0001939639,骏成花园 2室2厅 73平米,高楼层(共8层) 2013年建塔楼,6685,,20161024,南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0001939639.html
1,345,FS0002065054,保利东湾东御花园 4室2厅 196平米,中楼层(共30层) 2014年建塔楼,17603,,20161024,东北 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002065054.html
